Name,Company,Registration No,Brand,Service,Region,Inspector,Phone,Image,Detail Link
«The ПАПА»,«Тлеубаева» ЖК,№ 000893/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,ШҚО,Данияр Бақзейнелұлы,87066066156,https://halaldamu.kz/storage/app/uploads/public/68d/a35/29b/thumb_12673_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/tleubaeva-zhk
«Doner Club»,«FIRDAWS» ЖК,№ 000761/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,8 700 600 60 80,https://halaldamu.kz/storage/app/uploads/public/68e/8fc/177/thumb_12787_278_202_0_0_auto.jpeg,https://halaldamu.kz/kk/m/firdaws-zhkasas
"«Jaqsy Like», «Extra gold»",«Жаксылык» ЖК,№ 001302,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Алматы қаласы,Терликбаев Омиржан,87713350000,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/zhaksylyk-zhk
"«Real, Prenten, Horeca, Nix, Saff, CapitalPlast KZ, Belle»",«Paknar Company» ЖШС,№ 001301,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Залалсыздандырушы және жуғыш заттар,Алматы қаласы,Терликбаев Омиржан,87011344646,https://halaldamu.kz/storage/app/uploads/public/68f/626/6fc/thumb_13025_278_202_0_0_auto.jpeg,https://halaldamu.kz/kk/m/paknar-company-zhshs
«AdemOK»,«Адемок» ЖК,№ 001300,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Маңғыстау облысы,Іздібай Бегенұлы,87758985179,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ademok-zhk
«Ели-худели»,«ПП №1 Казахстан» ЖШС,№ 001299,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,87713513636,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/pp-1-kazahstan-zhshs
«Ramazan Bey»,«Отегенов» ЖК,№ 001160/2,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Шымкент қаласы,Сарыбаев Қазбек,87773863836,https://halaldamu.kz/storage/app/uploads/public/68f/857/07e/thumb_13063_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/otegenov-zhkcvklj
«Taza brаnd»,«Джантаева Ж» ЖК,№ 000540/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Түркістан облысы,Мұстафа Калджанович,87751261070,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/dzhantaeva-zh-zhk
«The doner на углях»,«Алпамыс» ЖК,№ 000894/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,8747 739 19 99,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/alpamys-zhk
«Morocco»,«Ansar coffee» ЖШС,№ 001113/3,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Шымкент қаласы,Сарыбаев Қазбек,8702 279 88 77,https://halaldamu.kz/storage/app/uploads/public/68f/857/864/thumb_13064_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/ansar-coffee-zhshsuyfygswdudw
«Morocco»,«Ansar coffee» ЖШС,№ 001113/2,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Шымкент қаласы,Сарыбаев Қазбек,8702 279 88 77,https://halaldamu.kz/storage/app/uploads/public/68f/857/c30/thumb_13067_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/ansar-coffee-zhshsnhdf
«MIAN JIN»,«Асыл Ас» ЖШС,№ 001298,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Басқа,Алматы облысы,Жұмабеков Жанәбіл,87714494444,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/asyl-zhshs
«Максимовский продукт MF»,«Максимовский продукт MF» ЖШС,№ 001297,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Шұжық өндірісі,Астана қаласы,Дулат Қадырұлы,87022666581,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/maksimovskij-produkt-mf-zhshs
«ИБРАГИМОВА Д.Р»,«ИБРАГИМОВА Д.Р.» ЖК,№ 001296,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Шұжық өндірісі,Астана қаласы,Дулат Қадырұлы,87022666581,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ibragimova-dr-zhk
«ADAL AS»,«ADAL AS KZ» ЖШС,№ 001294,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Түркістан облысы,Мұстафа Калджанович,87072970304,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/adal-kz-zhshs
–,«Бес Қара» ЖШС,№ 001293,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет өнімдері,Түркістан облысы,Мұстафа Калджанович,87788578161,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/bes-ara-zhshsdfs
«Риха»,«Риха» ЖШС,№ 001295,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Шұжық өндірісі,Қырғызстан,Терликбаев Омиржан,996999669919,https://halaldamu.kz/storage/app/uploads/public/68b/e8b/e37/thumb_12567_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/riha-zhshsmfdwd
«SUSYN FINE»,«ABU-LAIS» ЖК,№ 001291,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Шымкент қаласы,Сарыбаев Қазбек,87001006568,https://halaldamu.kz/storage/app/uploads/public/68f/869/383/thumb_13098_278_202_0_0_auto.jpeg,https://halaldamu.kz/kk/m/abu-lais-zhk
«Degirmen»,«ANKA YAPI» ЖШС,№ 001283,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Қарағанды,Амангелді Асқаров,87077705588,https://halaldamu.kz/storage/app/uploads/public/68e/c99/a08/thumb_12847_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/anka-yapi-zhshshjf
«NASR»,«НУРСЕИТОВ З» ЖК,№ 001282,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Профилактика,Шымкент қаласы,Сарыбаев Қазбек,87475358755,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/nurseitov-z-zhk
«SQ» Plov,«Сары» ЖК,№ 001289,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,87073030202,https://halaldamu.kz/storage/app/uploads/public/68b/6bb/c15/thumb_12520_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/sary-zhk
«SQ» Plov,«Алуа» ЖК,№ 001288,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,87477958339,https://halaldamu.kz/storage/app/uploads/public/68b/6bb/cd8/thumb_12521_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/alua-zhk
«OnaiFood»,«Фирстова Л.В.» ЖК,№ 001287,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Астана қаласы,Дулат Қадырұлы,87789175909,https://halaldamu.kz/storage/app/uploads/public/68b/6b5/cda/thumb_12514_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/firstova-lv-zhk
«Атырау тәттілері»,«Расул» ЖК,№ 001286,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Кондитерлік өнімдері,Атырау облысы,Амангелдиев Ақылбек,87023633663,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/rasul-zhk
«Торта Белла»,«Торта Белла» ЖШС,№ 001285,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Кондитерлік өнімдері,Қостанай облысы,Балахмет Алишер,87770644664,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/torta-bella-zhshs
–,«Жаңа-Тан» ЖШС,№ 001284,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет өнімдері,Атырау облысы,Амангелдиев Ақылбек,87123727107 / 87781716170,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/zha-tan-zhshsvdkl
«Eltuzer ЕТ»,«Eltuzer ЕТ» ЖК,№ 001281,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Шұжық өндірісі,Атырау облысы,Амангелдиев Ақылбек,87057913131,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/eltuzer-et-zhk
«Береке»,«Береке Тағам.kz» ЖШС,№ 001280,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Алматы облысы,Жұмабеков Жанәбіл,87475647766,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/bereke-taamkz-zhshs
«Жілік»,«AzimFood» ЖК,№ 001279,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,Атырау облысы,Амангелдиев Ақылбек,87012222182,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/azimfood-zhk
«JETI SAMSA»,«Оразбаева» ЖК,№ 001108/5,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Алматы қаласы,Терликбаев Омиржан,87773815777,https://halaldamu.kz/storage/app/uploads/public/68b/6bd/865/thumb_12533_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/orazbaeva-zhkdaf
«JETI SAMSA»,«Оразбаева» ЖК,№ 001108/4,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,87773815777,https://halaldamu.kz/storage/app/uploads/public/68b/6bd/7a4/thumb_12532_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/orazbaeva-zhkfdgfg
«JETI SAMSA»,«Оразбаева» ЖК,№ 001108/2,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,87773815777,https://halaldamu.kz/storage/app/uploads/public/68b/6bd/65d/thumb_12530_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/orazbaeva-zhksfa
«UMIR»,«УРУНБЕКОВ .М.П» ЖК,№ 001278,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Май өндірісі,Түркістан облысы,Мұстафа Калджанович,87028587777,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/urunbekov-mp-zhk
«Bibi Mariyam»,«Құрманбек» ЖК,№ 001277,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Шымкент қаласы,Сарыбаев Қазбек,87079826412,https://halaldamu.kz/storage/app/uploads/public/68a/c11/372/thumb_12459_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/rmanbek-zhk
«Cakes&bakes»,«Булегенова С.Р.» ЖК,№ 001276,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Атырау облысы,Амангелдиев Ақылбек,87716684447,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/bulegenova-sr-zhk
«Ляззат»,«Ляззат-2016» ЖШС,№ 001275,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Сүт өнімдері,Жетісу облысы,Ордыбай Мұхаммед,87770202463,https://halaldamu.kz/storage/app/uploads/public/68a/c0e/e65/thumb_12456_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/lyazzat-2016-zhshs
–,«Ураимжанов Уринбай Акбаралиевич» ЖК,№ 000456/1*,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Шымкент қаласы,Сарыбаев Қазбек,8701 249 75 37,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/uraimzhanov-urinbaj-akbaralievich-zhkfbgfh
«Мuslim»,«Талғат Ақтөре» ЖК,№ 001192/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Жамбыл облысы,Аблайхан Кәріпбаев,8 708 834 28 03,https://halaldamu.kz/storage/app/uploads/public/68a/bf8/ba0/thumb_12426_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/tal-tre-zhklfdw
«RAUDA BAĞY»,«Тапенова» ЖК,№ 001274,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Қарағанды,Амангелді Асқаров,87003519784 / 87015937106,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/tapenova-zhk
«АДАЛ ЕТ»,«АДАЛ ЕТ» ЖК,№ 001273,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,ШҚО,Данияр Бақзейнелұлы,87782024444 / 87012295113,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/adal-et-zhkfgd
«TAZAL»,«ХАЛИУЛЛИН М.Т.» ЖК,№ 001272,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,БҚО,Асылбеков Асхат,87010000882,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/haliullin-mt-zhk
«Рахат - Лукум»,«АСТАНИНСКАЯ ФАБРИКА ВОСТОЧНЫХ СЛАДОСТЕЙ» ЖШС,№ 001271,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Кондитерлік өнімдері,Астана қаласы,Дулат Қадырұлы,87074479897,https://halaldamu.kz/storage/app/uploads/public/68a/30f/19d/thumb_12420_278_202_0_0_auto.jpeg,https://halaldamu.kz/kk/m/astaninskaya-fabrika-vostochnyh-sladostej-zhshs
"«Altyn-Say», «Асланбек»",«ALTYN-SAY» ЖК,№ 001270,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Жамбыл облысы,Аблайхан Кәріпбаев,87086090138,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/altyn-say-zhk
«Ali-Di Food»,«Али-Ди Алматы» ЖШС,№ 001269,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет өңдеу (ет комбинаты),Алматы қаласы,Терликбаев Омиржан,87007770989,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ali-di-almaty-zhshs
«Sultan Saray»,«Телеу» ЖК,№ 001268,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Шымкент қаласы,Сарыбаев Қазбек,87058874994,https://halaldamu.kz/storage/app/uploads/public/68a/2cc/cdd/thumb_12412_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/teleu-zhk
